City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
260,Raudeberg,NO,2021-06-07 00:08:28,61.9875,5.1352,52.47,95,8,8.05
261,Harper,LR,2021-06-07 00:03:08,4.375,-7.7169,78.39,87,100,11.48
262,Shelbyville,US,2021-06-07 00:12:13,35.4834,-86.4603,74.64,83,1,4.61
263,Opuwo,NA,2021-06-07 00:04:07,-18.0607,13.84,55.15,47,1,4.16
264,Iskateley,RU,2021-06-07 00:12:14,67.6803,53.1512,34.9,68,96,13.04
265,Dwarka,IN,2021-06-07 00:09:04,22.2394,68.9678,84.34,69,5,13.27
266,Sao Filipe,CV,2021-06-07 00:02:18,14.8961,-24.4956,73.94,75,46,9.42
267,Sitka,US,2021-06-07 00:12:14,57.0531,-135.33,53.49,71,90,6.91
268,West Bay,KY,2021-06-07 00:12:15,19.3667,-81.4167,84.07,76,58,3.0
269,Smithers,CA,2021-06-07 00:12:15,54.7804,-127.1743,57.25,43,92,7.65
270,Roald,NO,2021-06-07 00:03:10,62.5833,6.1333,55.9,93,90,4.61
271,Abha,SA,2021-06-07 00:12:15,18.2164,42.5053,68.45,48,6,4.5
272,Pemangkat,ID,2021-06-07 00:04:28,1.1667,108.9667,78.26,84,94,4.7
273,Beringovskiy,RU,2021-06-07 00:12:15,63.05,179.3167,34.54,99,100,4.34
274,Tiksi,RU,2021-06-07 00:12:16,71.6872,128.8694,42.89,67,100,2.48
275,Slantsy,RU,2021-06-07 00:12:16,59.1182,28.0914,53.31,83,5,3.74
276,Waipawa,NZ,2021-06-07 00:08:42,-41.4122,175.5153,57.04,74,100,8.43
277,Albion,US,2021-06-07 00:12:17,42.2431,-84.753,85.62,51,75,8.19
278,Savelugu,GH,2021-06-07 00:12:17,9.6244,-0.8253,74.98,87,70,13.2
279,Rognan,NO,2021-06-07 00:12:18,67.0953,15.3878,57.76,77,100,0.65
280,Shimoda,JP,2021-06-07 00:02:27,34.6667,138.95,73.17,84,95,0.81
281,Fort-Shevchenko,KZ,2021-06-07 00:12:19,44.5086,50.263,69.91,72,98,9.33
282,Platanos,GR,2021-06-07 00:12:19,37.6667,21.6167,66.56,65,30,4.76
283,Sucua,EC,2021-06-07 00:12:19,-2.4667,-78.1667,68.4,98,100,1.48
284,Douglas,US,2021-06-07 00:12:20,41.3,-96.167,83.75,58,1,7.0
285,Leon,MX,2021-06-07 00:09:39,21.1167,-101.6667,84.25,50,79,6.98
286,Bulnes,CL,2021-06-07 00:12:20,-36.7423,-72.2985,47.16,71,100,0.92
287,Meulaboh,ID,2021-06-07 00:03:04,4.1363,96.1285,74.53,86,100,4.34
288,Ust-Nera,RU,2021-06-07 00:12:21,64.5667,143.2,63.57,63,100,6.44
289,Sorland,NO,2021-06-07 00:02:38,67.667,12.6934,51.46,88,99,8.14
290,Plettenberg Bay,ZA,2021-06-07 00:12:21,-34.0527,23.3716,67.78,29,1,11.25
291,Asuncion,PY,2021-06-07 00:08:22,-25.3007,-57.6359,67.44,83,90,7.45
